schema:award,schema:countryOfOrigin,schema:sourceOrganization,schema:coursePrerequisites,schema:citation,schema:courseCode,schema:copyrightNotice,schema:discussionUrl,schema:license,schema:associatedMedia,schema:additionalType,schema:availableLanguage,schema:mainEntityOfPage,schema:accessibilitySummary,schema:educationalCredentialAwarded,schema:awards,schema:fileFormat,schema:totalHistoricalEnrollment,schema:acquireLicensePage,schema:name,schema:contentReferenceTime,schema:text,schema:financialAidEligible,dcterms:identifier,schema:position,schema:creator,schema:creditText,schema:teaches,schema:schemaVersion,schema:maintainer,schema:encoding,schema:isBasedOnUrl,schema:owner,schema:pattern,schema:video,schema:audio,schema:dateCreated,schema:publication,schema:translator,schema:learningResourceType,schema:sdPublisher,schema:offers,schema:material,schema:funder,schema:thumbnail,schema:contentLocation,schema:about,schema:contributor,schema:workTranslation,schema:comment,schema:headline,schema:spatial,schema:sdLicense,schema:copyrightYear,schema:numberOfCredits,schema:educationalLevel,schema:creativeWorkStatus,schema:sponsor,schema:author,schema:translationOfWork,schema:commentCount,schema:audience,schema:datePublished,schema:temporalCoverage,schema:mainEntity,schema:subjectOf,schema:materialExtent,schema:releasedEvent,schema:timeRequired,schema:inLanguage,schema:assesses,schema:temporal,schema:encodingFormat,schema:hasCourseInstance,schema:producer,schema:editEIDR,schema:character,schema:alternativeHeadline,schema:mentions,schema:syllabusSections,schema:publisher,schema:conditionsOfAccess,schema:educationalAlignment,schema:educationalUse,schema:interpretedAsClaim,schema:accessModeSufficient,schema:digitalSourceType,schema:version,schema:priceCurrency,schema:contentRating,schema:genre,schema:recordedAt,schema:url,schema:isBasedOn,schema:accessibilityAPI,schema:archivedAt,schema:publishingPrinciples,schema:interactionStatistic,schema:copyrightHolder,schema:thumbnailUrl,schema:hasPart,schema:reviews,schema:encodings,schema:typicalAgeRange,schema:image,schema:isFamilyFriendly,schema:description,schema:price,schema:isPartOf,schema:abstract,schema:keywords,schema:disambiguatingDescription,schema:workExample,schema:correction,schema:usageInfo,schema:expires,schema:displayLocation,schema:locationCreated,schema:accessibilityFeature,schema:provider,schema:accountablePerson,schema:sdDatePublished,schema:accessMode,schema:wordCount,schema:funding,schema:sameAs,schema:size,schema:exampleOfWork,schema:accessibilityHazard,schema:dateModified,schema:accessibilityControl,schema:interactivityType,schema:isAccessibleForFree,schema:potentialAction,schema:publisherImprint,schema:alternateName,schema:occupationalCredentialAwarded,schema:review,schema:editor,schema:aggregateRating,schema:offers_url,schema:spatialCoverage
,,,,,,,,,,,,,,,,,,,Técnico en reparación de laptops,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100596,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/329999cb-df73-4f59-8df5-c72c32a47cc7.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Técnico en construcción y reparación de drones,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100597,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/983d675d-89aa-403c-b606-3a038852eb95.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Reparador de TV de plasma y LCD,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100598,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/33b0ecc3-c784-4276-bd82-01f71789ac11.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Diseñador de objetos para impresión 3D,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100599,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/324979bf-6c72-4282-9954-ebb479aac64f.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Operador de impresoras 3D,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100600,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/20aa06ec-d2ac-48c8-9812-d29c3943c921.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Técnico en redes de datos,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100601,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/dc68998c-398c-46e0-8e99-cca253396064.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Desarrollador PHP (Orientado a objetos),,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100603,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/e9fb6005-d064-4932-a063-e33a5d631e87.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Paradigma de programación (orientado a objetos),,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100606,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/032f354e-fc03-4236-9888-2850abdf2b86.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fundamentos de estructura de datos,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100608,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/966e0c67-c456-4dce-b5b8-f6e0e5d08378.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Desarrollador de videojuegos,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100610,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/ddf4f3fb-a013-45b6-bfa4-594070b2cf8a.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Control de versiones,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100611,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/3f1a4f15-3ddf-419c-b9a9-04d87ac50617.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Tester,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100612,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/0b309949-2bbd-414d-987e-debc8d2d78f4.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Gestiona tu portafolio como desarrollador,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100613,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/1dff3a31-9359-4b8f-ac9f-7a9e64402449.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Asistente web,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100614,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/7bac42c6-6a7b-42e6-8ebe-566b7cff6f40.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Preprocesadores de estilo,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100615,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/3f5ab5b9-5e3f-4cb2-b901-12d978c339c0.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Postprocesadores de estilo,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100616,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/cebe3de4-4947-4f30-8e19-a0afaf5df507.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Diseñador de experiencia de usuario (UX),,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100617,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/ff7a1410-f68d-40c7-95cd-dc2a23bd9215.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Evaluador de experiencia de usuario (UX),,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100618,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/6cdf65c7-aa00-40c4-b400-3eb759d2cf72.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Desarrollador Front-end,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100619,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/00f79d87-4a44-4eac-a426-bb794db9e317.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Desarrollador de sitios web responsivos,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100620,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/d6df3193-21f4-4197-95aa-9d85061f0b86.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Desarrollador de JavaScript (React),,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100621,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/99628eaa-274e-430c-9666-0cb43afa1d42.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Desarrollador Back-end,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100622,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/26afe79f-48dd-4497-b491-ebeaa0d57757.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Desarrollador de JavaScript (Node JS),,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100623,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/37f0f50b-cc69-42ee-bc75-e75b5f3f5e6c.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Desarrollo móvil en línea,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100624,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/c832696d-a17e-4b52-b12a-651684c71bb3.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Curador de datos,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100625,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/e56a4e14-36f8-44bd-91b9-f4564214eb88.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Administrador de bases de datos,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100626,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/30040080-a3fb-4b85-8cab-4aed4f06b90a.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Administrador de bases de datos relacionales,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100627,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/6ddfc053-5411-45b2-ba33-eccb193eb14e.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Administrador de bases de datos no relacionales,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100628,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/2eb4af96-19c6-46f7-be9f-773dec02bce4.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Administrador de servidores,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100629,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/ef8bb2f9-f3be-47a4-ad47-ad134cb6c66e.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Técnico en seguridad informática (servidores),,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100630,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/6cf120b9-6b25-43cf-93fc-2cf2052c942c.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fundamentos del cómputo en la nube,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100631,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/593835be-5a1b-47cd-8c62-78748284ee18.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fundamentos de virtualización,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100632,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/fce8c20e-2370-4322-810a-57e6bc85aaf5.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Asesor de servicios de infraestructura en la nube,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100633,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/ef8b91c9-22c8-4977-b03c-85c542ab2e1e.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Administrador de la nube,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100634,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/cf0c01c0-3232-4cf3-b837-731549b35b7a.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Técnico en seguridad en la nube,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100635,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/869546ee-ec32-4660-9694-c06fbaff646a.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Desarrollador de aplicaciones en la nube,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100636,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/db6902eb-b3c1-46ff-8e33-a2dd22c84676.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fundamentos de seguridad informática,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100637,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/e6179a35-66fd-4ef4-a27a-a8a373fdc089.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Seguridad en dispositivos móviles y aplicativos (datos personales),,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100638,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/f1186b97-d8e0-4dbf-bf89-b3db44f73f74.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Seguridad y privacidad en el manejo de información (Regulación),,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100639,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/b66355d1-2501-44d1-962c-df0669a861ed.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Guía de autoconstrucción,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100641,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/9a0d26c8-47b7-4f09-9b8b-e2393d5a202a.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Técnico instalador de cableado estructurado,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100642,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/0dfaf040-ecdc-45eb-9697-7c8207539b30.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Instalador de cables de cobre,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100643,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/0341c438-b4ad-4e63-a03e-9a99be09bbff.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Técnico en redes IP,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100644,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/29f069c2-dbf9-49b6-96c4-81c327866aae.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Instalador de fibra óptica,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100645,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/8f63ffe9-4678-4d55-a5f2-c58c339bc2ac.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Técnico en comunicaciones por microondas,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100646,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/40e82d7b-e901-4e1c-a8ee-cb2b2c134888.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Técnico en comunicaciones inalámbricas,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100647,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/f4f8c480-db10-49d0-9647-be69e4366fe9.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Técnico en radiofrecuencia,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100648,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/e5a989dd-a0eb-4495-a37d-9511cec55804.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fundamentos de la red 4.5G,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100649,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/5829d694-4082-4377-82ee-10590037a850.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fundamentos de la red 5G,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100650,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/17cad077-3b3a-4419-aeeb-5a51573ef81c.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Instalador de Home Networking,,,,,,,,,,,,,,,,,,,,,,,,,,,Nearshoring,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100651,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/cd63c5b4-c1dd-436d-86bd-f45873ced7e0.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
